Source: 0, Dest: 0, Next Node: -1
Source: 1, Dest: 27, Next Node: 14
Source: 1, Dest: 28, Next Node: 14
Source: 1, Dest: 29, Next Node: 14
Source: 1, Dest: 30, Next Node: 14
Source: 1, Dest: 31, Next Node: 14
Source: 1, Dest: 32, Next Node: 14
Source: 1, Dest: 33, Next Node: 14
Source: 1, Dest: 34, Next Node: 14
Source: 1, Dest: 35, Next Node: 14
Source: 1, Dest: 36, Next Node: 14
Source: 1, Dest: 37, Next Node: 14
Source: 1, Dest: 38, Next Node: 14
Source: 1, Dest: 39, Next Node: 14
Source: 1, Dest: 40, Next Node: 14
Source: 1, Dest: 41, Next Node: 14
Source: 1, Dest: 42, Next Node: 14
Source: 1, Dest: 43, Next Node: 14
Source: 1, Dest: 44, Next Node: 14
Source: 1, Dest: 45, Next Node: 14
Source: 1, Dest: 46, Next Node: 14
Source: 1, Dest: 47, Next Node: 14
Source: 1, Dest: 48, Next Node: 14
Source: 1, Dest: 49, Next Node: 14
Source: 1, Dest: 50, Next Node: 14
Source: 1, Dest: 51, Next Node: 14
Source: 1, Dest: 52, Next Node: 14
Source: 1, Dest: 53, Next Node: 14
Source: 1, Dest: 54, Next Node: 14
Source: 1, Dest: 55, Next Node: 14
Source: 2, Dest: 0, Next Node: 13
Source: 2, Dest: 1, Next Node: 13
Source: 2, Dest: 2, Next Node: -1
Source: 2, Dest: 3, Next Node: 13
Source: 2, Dest: 4, Next Node: 2
Source: 2, Dest: 5, Next Node: 4
Source: 2, Dest: 6, Next Node: 13
Source: 2, Dest: 7, Next Node: 4
Source: 2, Dest: 8, Next Node: 54
Source: 2, Dest: 9, Next Node: 54
Source: 2, Dest: 10, Next Node: 54
Source: 2, Dest: 11, Next Node: 54
Source: 2, Dest: 12, Next Node: 4
Source: 2, Dest: 13, Next Node: 2
Source: 2, Dest: 14, Next Node: 13
Source: 2, Dest: 15, Next Node: 4
Source: 2, Dest: 16, Next Node: 4
Source: 2, Dest: 17, Next Node: 4
Source: 2, Dest: 18, Next Node: 4
Source: 2, Dest: 19, Next Node: 4
Source: 2, Dest: 20, Next Node: 4
Source: 2, Dest: 21, Next Node: 4
Source: 2, Dest: 22, Next Node: 4
Source: 2, Dest: 23, Next Node: 4
Source: 2, Dest: 24, Next Node: 4
Source: 2, Dest: 25, Next Node: 4
Source: 2, Dest: 26, Next Node: 4
Source: 2, Dest: 27, Next Node: 4
Source: 2, Dest: 28, Next Node: 4
Source: 2, Dest: 29, Next Node: 4
Source: 2, Dest: 30, Next Node: 4
Source: 2, Dest: 31, Next Node: 4
Source: 2, Dest: 32, Next Node: 4
Source: 2, Dest: 33, Next Node: 4
Source: 2, Dest: 34, Next Node: 4
Source: 2, Dest: 35, Next Node: 4
Source: 2, Dest: 36, Next Node: 4
Source: 2, Dest: 37, Next Node: 54
Source: 2, Dest: 38, Next Node: 54
Source: 2, Dest: 39, Next Node: 54
Source: 2, Dest: 40, Next Node: 54
Source: 2, Dest: 41, Next Node: 54
Source: 2, Dest: 42, Next Node: 54
Source: 2, Dest: 43, Next Node: 54
Source: 2, Dest: 44, Next Node: 54
Source: 2, Dest: 45, Next Node: 54
Source: 2, Dest: 46, Next Node: 54
Source: 2, Dest: 47, Next Node: 54
Source: 2, Dest: 48, Next Node: 54
Source: 2, Dest: 49, Next Node: 54
Source: 2, Dest: 50, Next Node: 54
Source: 2, Dest: 51, Next Node: 54
Source: 2, Dest: 52, Next Node: 54
Source: 2, Dest: 53, Next Node: 54
Source: 2, Dest: 54, Next Node: 2
Source: 2, Dest: 55, Next Node: 54
Source: 3, Dest: 0, Next Node: 3
Source: 3, Dest: 1, Next Node: 3
Source: 3, Dest: 2, Next Node: 1
Source: 3, Dest: 3, Next Node: -1
Source: 3, Dest: 4, Next Node: 1
Source: 3, Dest: 5, Next Node: 1
Source: 3, Dest: 6, Next Node: 1
Source: 3, Dest: 7, Next Node: 1
Source: 3, Dest: 8, Next Node: 1
Source: 3, Dest: 9, Next Node: 1
Source: 3, Dest: 10, Next Node: 1
Source: 3, Dest: 11, Next Node: 1
Source: 3, Dest: 12, Next Node: 1
Source: 3, Dest: 13, Next Node: 1
Source: 3, Dest: 14, Next Node: 1
Source: 3, Dest: 15, Next Node: 1
Source: 3, Dest: 16, Next Node: 1
Source: 3, Dest: 17, Next Node: 1
Source: 3, Dest: 18, Next Node: 1
Source: 3, Dest: 19, Next Node: 1
Source: 3, Dest: 20, Next Node: 1
Source: 3, Dest: 21, Next Node: 1
Source: 3, Dest: 22, Next Node: 1
Source: 3, Dest: 23, Next Node: 1
Source: 3, Dest: 24, Next Node: 1
Source: 3, Dest: 25, Next Node: 1
Source: 3, Dest: 26, Next Node: 1
Source: 3, Dest: 27, Next Node: 1
Source: 3, Dest: 28, Next Node: 1
Source: 3, Dest: 29, Next Node: 1
Source: 3, Dest: 30, Next Node: 1
Source: 3, Dest: 31, Next Node: 1
Source: 3, Dest: 32, Next Node: 1
Source: 3, Dest: 33, Next Node: 1
Source: 3, Dest: 34, Next Node: 1
Source: 3, Dest: 35, Next Node: 1
Source: 3, Dest: 36, Next Node: 1
Source: 3, Dest: 37, Next Node: 1
Source: 3, Dest: 38, Next Node: 1
Source: 3, Dest: 39, Next Node: 1
Source: 3, Dest: 40, Next Node: 1
Source: 3, Dest: 41, Next Node: 1
Source: 3, Dest: 42, Next Node: 1
Source: 3, Dest: 43, Next Node: 1
Source: 3, Dest: 44, Next Node: 1
Source: 3, Dest: 45, Next Node: 1
Source: 3, Dest: 46, Next Node: 1
Source: 3, Dest: 47, Next Node: 1
Source: 3, Dest: 48, Next Node: 1
Source: 3, Dest: 49, Next Node: 1
Source: 3, Dest: 50, Next Node: 1
Source: 3, Dest: 51, Next Node: 1
Source: 3, Dest: 52, Next Node: 1
Source: 3, Dest: 53, Next Node: 1
Source: 3, Dest: 54, Next Node: 1
Source: 3, Dest: 55, Next Node: 1
Source: 4, Dest: 0, Next Node: 2
Source: 4, Dest: 1, Next Node: 2
Source: 4, Dest: 2, Next Node: 4
Source: 4, Dest: 3, Next Node: 2
Source: 4, Dest: 4, Next Node: -1
Source: 4, Dest: 5, Next Node: 22
Source: 4, Dest: 6, Next Node: 2
Source: 4, Dest: 7, Next Node: 22
Source: 4, Dest: 8, Next Node: 2
Source: 4, Dest: 9, Next Node: 2
Source: 4, Dest: 10, Next Node: 2
Source: 4, Dest: 11, Next Node: 2
Source: 4, Dest: 12, Next Node: 4
Source: 4, Dest: 13, Next Node: 2
Source: 4, Dest: 14, Next Node: 2
Source: 4, Dest: 15, Next Node: 22
Source: 4, Dest: 16, Next Node: 12
Source: 4, Dest: 17, Next Node: 12
Source: 4, Dest: 18, Next Node: 22
Source: 4, Dest: 19, Next Node: 22
Source: 4, Dest: 20, Next Node: 22
Source: 4, Dest: 21, Next Node: 22
Source: 4, Dest: 22, Next Node: 4
Source: 4, Dest: 23, Next Node: 22
Source: 4, Dest: 24, Next Node: 22
Source: 4, Dest: 25, Next Node: 22
Source: 4, Dest: 26, Next Node: 4
Source: 4, Dest: 27, Next Node: 22
Source: 4, Dest: 28, Next Node: 22
Source: 4, Dest: 29, Next Node: 22
Source: 4, Dest: 30, Next Node: 22
Source: 4, Dest: 31, Next Node: 22
Source: 4, Dest: 32, Next Node: 22
Source: 4, Dest: 33, Next Node: 22
Source: 4, Dest: 34, Next Node: 22
Source: 4, Dest: 35, Next Node: 22
Source: 4, Dest: 36, Next Node: 22
Source: 4, Dest: 37, Next Node: 2
Source: 4, Dest: 38, Next Node: 2
Source: 4, Dest: 39, Next Node: 2
Source: 4, Dest: 40, Next Node: 2
Source: 4, Dest: 41, Next Node: 2
Source: 4, Dest: 42, Next Node: 2
Source: 4, Dest: 43, Next Node: 2
Source: 4, Dest: 44, Next Node: 2
Source: 4, Dest: 45, Next Node: 2
Source: 4, Dest: 46, Next Node: 2
Source: 4, Dest: 47, Next Node: 2
Source: 4, Dest: 48, Next Node: 2
Source: 4, Dest: 49, Next Node: 2
Source: 4, Dest: 50, Next Node: 2
Source: 4, Dest: 51, Next Node: 2
Source: 4, Dest: 52, Next Node: 2
Source: 4, Dest: 53, Next Node: 2
Source: 4, Dest: 54, Next Node: 2
Source: 4, Dest: 55, Next Node: 2
Source: 5, Dest: 0, Next Node: 15
Source: 5, Dest: 1, Next Node: 15
Source: 5, Dest: 2, Next Node: 15
Source: 5, Dest: 3, Next Node: 15
Source: 5, Dest: 4, Next Node: 15
Source: 5, Dest: 5, Next Node: -1
Source: 5, Dest: 6, Next Node: 15
Source: 5, Dest: 7, Next Node: 15
Source: 5, Dest: 8, Next Node: 15
Source: 5, Dest: 9, Next Node: 15
Source: 5, Dest: 10, Next Node: 15
Source: 5, Dest: 11, Next Node: 15
Source: 5, Dest: 12, Next Node: 15
Source: 5, Dest: 13, Next Node: 15
Source: 5, Dest: 14, Next Node: 15
Source: 5, Dest: 15, Next Node: 5
Source: 5, Dest: 16, Next Node: 15
Source: 5, Dest: 17, Next Node: 15
Source: 5, Dest: 18, Next Node: 15
Source: 5, Dest: 19, Next Node: 15
Source: 5, Dest: 20, Next Node: 15
Source: 5, Dest: 21, Next Node: 5
Source: 5, Dest: 22, Next Node: 15
Source: 5, Dest: 23, Next Node: 15
Source: 5, Dest: 24, Next Node: 15
Source: 5, Dest: 25, Next Node: 15
Source: 5, Dest: 26, Next Node: 15
Source: 5, Dest: 27, Next Node: 21
Source: 5, Dest: 28, Next Node: 15
Source: 5, Dest: 29, Next Node: 15
Source: 5, Dest: 30, Next Node: 15
Source: 5, Dest: 31, Next Node: 15
Source: 5, Dest: 32, Next Node: 15
Source: 5, Dest: 33, Next Node: 5
Source: 5, Dest: 34, Next Node: 33
Source: 5, Dest: 35, Next Node: 33
Source: 5, Dest: 36, Next Node: 33
Source: 5, Dest: 37, Next Node: 15
Source: 5, Dest: 38, Next Node: 15
Source: 5, Dest: 39, Next Node: 15
Source: 5, Dest: 40, Next Node: 15
Source: 5, Dest: 41, Next Node: 15
Source: 5, Dest: 42, Next Node: 15
Source: 5, Dest: 43, Next Node: 15
Source: 5, Dest: 44, Next Node: 15
Source: 5, Dest: 45, Next Node: 15
Source: 5, Dest: 46, Next Node: 15
Source: 5, Dest: 47, Next Node: 15
Source: 5, Dest: 48, Next Node: 15
Source: 5, Dest: 49, Next Node: 15
Source: 5, Dest: 50, Next Node: 15
Source: 5, Dest: 51, Next Node: 15
Source: 5, Dest: 52, Next Node: 15
Source: 5, Dest: 53, Next Node: 15
Source: 5, Dest: 54, Next Node: 15
Source: 5, Dest: 55, Next Node: 15
Source: 6, Dest: 0, Next Node: 1
Source: 6, Dest: 1, Next Node: 6
Source: 6, Dest: 2, Next Node: 1
Source: 6, Dest: 3, Next Node: 1
Source: 6, Dest: 4, Next Node: 1
Source: 6, Dest: 5, Next Node: 1
Source: 6, Dest: 6, Next Node: -1
Source: 6, Dest: 7, Next Node: 1
Source: 6, Dest: 8, Next Node: 1
Source: 6, Dest: 9, Next Node: 1
Source: 6, Dest: 10, Next Node: 1
Source: 6, Dest: 11, Next Node: 1
Source: 6, Dest: 12, Next Node: 1
Source: 6, Dest: 13, Next Node: 1
Source: 6, Dest: 14, Next Node: 1
Source: 6, Dest: 15, Next Node: 1
Source: 6, Dest: 16, Next Node: 1
Source: 6, Dest: 17, Next Node: 1
Source: 6, Dest: 18, Next Node: 1
Source: 6, Dest: 19, Next Node: 1
Source: 6, Dest: 20, Next Node: 1
Source: 6, Dest: 21, Next Node: 1
Source: 6, Dest: 22, Next Node: 1
Source: 6, Dest: 23, Next Node: 1
Source: 6, Dest: 24, Next Node: 1
Source: 6, Dest: 25, Next Node: 1
Source: 6, Dest: 26, Next Node: 1
Source: 6, Dest: 27, Next Node: 1
Source: 6, Dest: 28, Next Node: 1
Source: 6, Dest: 29, Next Node: 1
Source: 6, Dest: 30, Next Node: 1
Source: 6, Dest: 31, Next Node: 1
Source: 6, Dest: 32, Next Node: 1
Source: 6, Dest: 33, Next Node: 1
Source: 6, Dest: 34, Next Node: 1
Source: 6, Dest: 35, Next Node: 1
Source: 6, Dest: 36, Next Node: 1
Source: 6, Dest: 37, Next Node: 1
Source: 6, Dest: 38, Next Node: 1
Source: 6, Dest: 39, Next Node: 1
Source: 6, Dest: 40, Next Node: 1
Source: 6, Dest: 41, Next Node: 1
Source: 6, Dest: 42, Next Node: 1
Source: 6, Dest: 43, Next Node: 1
Source: 6, Dest: 44, Next Node: 1
Source: 6, Dest: 45, Next Node: 1
Source: 6, Dest: 46, Next Node: 1
Source: 6, Dest: 47, Next Node: 1
Source: 6, Dest: 48, Next Node: 1
Source: 6, Dest: 49, Next Node: 1
Source: 6, Dest: 50, Next Node: 1
Source: 6, Dest: 51, Next Node: 1
Source: 6, Dest: 52, Next Node: 1
Source: 6, Dest: 53, Next Node: 1
Source: 6, Dest: 54, Next Node: 1
Source: 6, Dest: 55, Next Node: 1
Source: 7, Dest: 0, Next Node: 22
Source: 7, Dest: 1, Next Node: 22
Source: 7, Dest: 2, Next Node: 22
Source: 7, Dest: 3, Next Node: 22
Source: 7, Dest: 4, Next Node: 22
Source: 7, Dest: 5, Next Node: 23
Source: 7, Dest: 6, Next Node: 22
Source: 7, Dest: 7, Next Node: -1
Source: 7, Dest: 8, Next Node: 22
Source: 7, Dest: 9, Next Node: 22
Source: 7, Dest: 10, Next Node: 22
Source: 7, Dest: 11, Next Node: 22
Source: 7, Dest: 12, Next Node: 17
Source: 7, Dest: 13, Next Node: 22
Source: 7, Dest: 14, Next Node: 22
Source: 7, Dest: 15, Next Node: 23
Source: 7, Dest: 16, Next Node: 17
Source: 7, Dest: 17, Next Node: 7
Source: 7, Dest: 18, Next Node: 7
Source: 7, Dest: 19, Next Node: 23
Source: 7, Dest: 20, Next Node: 23
Source: 7, Dest: 21, Next Node: 23
Source: 7, Dest: 22, Next Node: 7
Source: 7, Dest: 23, Next Node: 7
Source: 7, Dest: 24, Next Node: 18
Source: 7, Dest: 25, Next Node: 18
Source: 7, Dest: 26, Next Node: 18
Source: 7, Dest: 27, Next Node: 23
Source: 7, Dest: 28, Next Node: 23
Source: 7, Dest: 29, Next Node: 23
Source: 7, Dest: 30, Next Node: 23
Source: 7, Dest: 31, Next Node: 23
Source: 7, Dest: 32, Next Node: 23
Source: 7, Dest: 33, Next Node: 23
Source: 7, Dest: 34, Next Node: 23
Source: 7, Dest: 35, Next Node: 23
Source: 7, Dest: 36, Next Node: 23
Source: 7, Dest: 37, Next Node: 22
Source: 7, Dest: 38, Next Node: 22
Source: 7, Dest: 39, Next Node: 22
Source: 7, Dest: 40, Next Node: 22
Source: 7, Dest: 41, Next Node: 22
Source: 7, Dest: 42, Next Node: 22
Source: 7, Dest: 43, Next Node: 22
Source: 7, Dest: 44, Next Node: 22
Source: 7, Dest: 45, Next Node: 22
Source: 7, Dest: 46, Next Node: 22
Source: 7, Dest: 47, Next Node: 22
Source: 7, Dest: 48, Next Node: 22
Source: 7, Dest: 49, Next Node: 22
Source: 7, Dest: 50, Next Node: 22
Source: 7, Dest: 51, Next Node: 22
Source: 7, Dest: 52, Next Node: 22
Source: 7, Dest: 53, Next Node: 22
Source: 7, Dest: 54, Next Node: 22
Source: 7, Dest: 55, Next Node: 22
Source: 8, Dest: 0, Next Node: 54
Source: 8, Dest: 1, Next Node: 54
Source: 8, Dest: 2, Next Node: 54
Source: 8, Dest: 3, Next Node: 54
Source: 8, Dest: 4, Next Node: 54
Source: 8, Dest: 5, Next Node: 54
Source: 8, Dest: 6, Next Node: 54
Source: 8, Dest: 7, Next Node: 54
Source: 8, Dest: 8, Next Node: -1
Source: 8, Dest: 9, Next Node: 8
Source: 8, Dest: 10, Next Node: 8
Source: 8, Dest: 11, Next Node: 8
Source: 8, Dest: 12, Next Node: 54
Source: 8, Dest: 13, Next Node: 54
Source: 8, Dest: 14, Next Node: 54
Source: 8, Dest: 15, Next Node: 54
Source: 8, Dest: 16, Next Node: 54
Source: 8, Dest: 17, Next Node: 54
Source: 8, Dest: 18, Next Node: 54
Source: 8, Dest: 19, Next Node: 54
Source: 8, Dest: 20, Next Node: 54
Source: 8, Dest: 21, Next Node: 54
Source: 8, Dest: 22, Next Node: 54
Source: 8, Dest: 23, Next Node: 54
Source: 8, Dest: 24, Next Node: 54
Source: 8, Dest: 25, Next Node: 54
Source: 8, Dest: 26, Next Node: 54
Source: 8, Dest: 27, Next Node: 54
Source: 8, Dest: 28, Next Node: 54
Source: 8, Dest: 29, Next Node: 54
Source: 8, Dest: 30, Next Node: 54
Source: 8, Dest: 31, Next Node: 54
Source: 8, Dest: 32, Next Node: 54
Source: 8, Dest: 33, Next Node: 54
Source: 8, Dest: 34, Next Node: 54
Source: 8, Dest: 35, Next Node: 54
Source: 8, Dest: 36, Next Node: 54
Source: 8, Dest: 37, Next Node: 9
Source: 8, Dest: 38, Next Node: 9
Source: 8, Dest: 39, Next Node: 9
Source: 8, Dest: 40, Next Node: 9
Source: 8, Dest: 41, Next Node: 9
Source: 8, Dest: 42, Next Node: 9
Source: 8, Dest: 43, Next Node: 9
Source: 8, Dest: 44, Next Node: 9
Source: 8, Dest: 45, Next Node: 9
Source: 8, Dest: 46, Next Node: 9
Source: 8, Dest: 47, Next Node: 9
Source: 8, Dest: 48, Next Node: 9
Source: 8, Dest: 49, Next Node: 9
Source: 8, Dest: 50, Next Node: 9
Source: 8, Dest: 51, Next Node: 9
Source: 8, Dest: 52, Next Node: 9
Source: 8, Dest: 53, Next Node: 9
Source: 8, Dest: 54, Next Node: 8
Source: 8, Dest: 55, Next Node: 11
Source: 9, Dest: 0, Next Node: 8
Source: 9, Dest: 1, Next Node: 8
Source: 9, Dest: 2, Next Node: 8
Source: 9, Dest: 3, Next Node: 8
Source: 9, Dest: 4, Next Node: 8
Source: 9, Dest: 5, Next Node: 8
Source: 9, Dest: 6, Next Node: 8
Source: 9, Dest: 7, Next Node: 8
Source: 9, Dest: 8, Next Node: 9
Source: 9, Dest: 9, Next Node: -1
Source: 9, Dest: 10, Next Node: 9
Source: 9, Dest: 11, Next Node: 8
Source: 9, Dest: 12, Next Node: 8
Source: 9, Dest: 13, Next Node: 8
Source: 9, Dest: 14, Next Node: 8
Source: 9, Dest: 15, Next Node: 8
Source: 9, Dest: 16, Next Node: 8
Source: 9, Dest: 17, Next Node: 8
Source: 9, Dest: 18, Next Node: 8
Source: 9, Dest: 19, Next Node: 8
Source: 9, Dest: 20, Next Node: 8
Source: 9, Dest: 21, Next Node: 8
Source: 9, Dest: 22, Next Node: 8
Source: 9, Dest: 23, Next Node: 8
Source: 9, Dest: 24, Next Node: 8
Source: 9, Dest: 25, Next Node: 8
Source: 9, Dest: 26, Next Node: 8
Source: 9, Dest: 27, Next Node: 8
Source: 9, Dest: 28, Next Node: 8
Source: 9, Dest: 29, Next Node: 8
Source: 9, Dest: 30, Next Node: 8
Source: 9, Dest: 31, Next Node: 8
Source: 9, Dest: 32, Next Node: 8
Source: 9, Dest: 33, Next Node: 8
Source: 9, Dest: 34, Next Node: 8
Source: 9, Dest: 35, Next Node: 8
Source: 9, Dest: 36, Next Node: 8
Source: 9, Dest: 37, Next Node: 9
Source: 9, Dest: 38, Next Node: 37
Source: 9, Dest: 39, Next Node: 37
Source: 9, Dest: 40, Next Node: 37
Source: 9, Dest: 41, Next Node: 37
Source: 9, Dest: 42, Next Node: 37
Source: 9, Dest: 43, Next Node: 37
Source: 9, Dest: 44, Next Node: 37
Source: 9, Dest: 45, Next Node: 37
Source: 9, Dest: 46, Next Node: 37
Source: 9, Dest: 47, Next Node: 37
Source: 9, Dest: 48, Next Node: 37
Source: 9, Dest: 49, Next Node: 37
Source: 9, Dest: 50, Next Node: 37
Source: 9, Dest: 51, Next Node: 37
Source: 9, Dest: 52, Next Node: 37
Source: 9, Dest: 53, Next Node: 37
Source: 9, Dest: 54, Next Node: 8
Source: 9, Dest: 55, Next Node: 8
Source: 10, Dest: 0, Next Node: 8
Source: 10, Dest: 1, Next Node: 8
Source: 10, Dest: 2, Next Node: 8
Source: 10, Dest: 3, Next Node: 8
Source: 10, Dest: 4, Next Node: 8
Source: 10, Dest: 5, Next Node: 8
Source: 10, Dest: 6, Next Node: 8
Source: 10, Dest: 7, Next Node: 8
Source: 10, Dest: 8, Next Node: 10
Source: 10, Dest: 9, Next Node: 10
Source: 10, Dest: 10, Next Node: -1
Source: 10, Dest: 11, Next Node: 8
Source: 10, Dest: 12, Next Node: 8
Source: 10, Dest: 13, Next Node: 8
Source: 10, Dest: 14, Next Node: 8
Source: 10, Dest: 15, Next Node: 8
Source: 10, Dest: 16, Next Node: 8
Source: 10, Dest: 17, Next Node: 8
Source: 10, Dest: 18, Next Node: 8
Source: 10, Dest: 19, Next Node: 8
Source: 10, Dest: 20, Next Node: 8
Source: 10, Dest: 21, Next Node: 8
Source: 10, Dest: 22, Next Node: 8
Source: 10, Dest: 23, Next Node: 8
Source: 10, Dest: 24, Next Node: 8
Source: 10, Dest: 25, Next Node: 8
Source: 10, Dest: 26, Next Node: 8
Source: 10, Dest: 27, Next Node: 8
Source: 10, Dest: 28, Next Node: 8
Source: 10, Dest: 29, Next Node: 8
Source: 10, Dest: 30, Next Node: 8
Source: 10, Dest: 31, Next Node: 8
Source: 10, Dest: 32, Next Node: 8
Source: 10, Dest: 33, Next Node: 8
Source: 10, Dest: 34, Next Node: 8
Source: 10, Dest: 35, Next Node: 8
Source: 10, Dest: 36, Next Node: 8
Source: 10, Dest: 37, Next Node: 9
Source: 10, Dest: 38, Next Node: 9
Source: 10, Dest: 39, Next Node: 9
Source: 10, Dest: 40, Next Node: 9
Source: 10, Dest: 41, Next Node: 9
Source: 10, Dest: 42, Next Node: 9
Source: 10, Dest: 43, Next Node: 9
Source: 10, Dest: 44, Next Node: 9
Source: 10, Dest: 45, Next Node: 9
Source: 10, Dest: 46, Next Node: 9
Source: 10, Dest: 47, Next Node: 9
Source: 10, Dest: 48, Next Node: 9
Source: 10, Dest: 49, Next Node: 9
Source: 10, Dest: 50, Next Node: 9
Source: 10, Dest: 51, Next Node: 9
Source: 10, Dest: 52, Next Node: 9
Source: 10, Dest: 53, Next Node: 9
Source: 10, Dest: 54, Next Node: 8
Source: 10, Dest: 55, Next Node: 8
Source: 11, Dest: 0, Next Node: 8
Source: 11, Dest: 1, Next Node: 8
Source: 11, Dest: 2, Next Node: 8
Source: 11, Dest: 3, Next Node: 8
Source: 11, Dest: 4, Next Node: 8
Source: 11, Dest: 5, Next Node: 8
Source: 11, Dest: 6, Next Node: 8
Source: 11, Dest: 7, Next Node: 8
Source: 11, Dest: 8, Next Node: 11
Source: 11, Dest: 9, Next Node: 8
Source: 11, Dest: 10, Next Node: 8
Source: 11, Dest: 11, Next Node: -1
Source: 11, Dest: 12, Next Node: 8
Source: 11, Dest: 13, Next Node: 8
Source: 11, Dest: 14, Next Node: 8
Source: 11, Dest: 15, Next Node: 8
Source: 11, Dest: 16, Next Node: 8
Source: 11, Dest: 17, Next Node: 8
Source: 11, Dest: 18, Next Node: 8
Source: 11, Dest: 19, Next Node: 8
Source: 11, Dest: 20, Next Node: 8
Source: 11, Dest: 21, Next Node: 8
Source: 11, Dest: 22, Next Node: 8
Source: 11, Dest: 23, Next Node: 8
Source: 11, Dest: 24, Next Node: 8
Source: 11, Dest: 25, Next Node: 8
Source: 11, Dest: 26, Next Node: 8
Source: 11, Dest: 27, Next Node: 8
Source: 11, Dest: 28, Next Node: 8
Source: 11, Dest: 29, Next Node: 8
Source: 11, Dest: 30, Next Node: 8
Source: 11, Dest: 31, Next Node: 8
Source: 11, Dest: 32, Next Node: 8
Source: 11, Dest: 33, Next Node: 8
Source: 11, Dest: 34, Next Node: 8
Source: 11, Dest: 35, Next Node: 8
Source: 11, Dest: 36, Next Node: 8
Source: 11, Dest: 37, Next Node: 8
Source: 11, Dest: 38, Next Node: 8
Source: 11, Dest: 39, Next Node: 8
Source: 11, Dest: 40, Next Node: 8
Source: 11, Dest: 41, Next Node: 8
Source: 11, Dest: 42, Next Node: 8
Source: 11, Dest: 43, Next Node: 8
Source: 11, Dest: 44, Next Node: 8
Source: 11, Dest: 45, Next Node: 8
Source: 11, Dest: 46, Next Node: 8
Source: 11, Dest: 47, Next Node: 8
Source: 11, Dest: 48, Next Node: 8
